shipment_id,origin_city,destination_city,cargo_type,weight_tons,declared_value_usd,priority_level,planned_duration_hours,status,risk_flag,actual_duration_hours,weather_severity_avg,total_legs,total_distance_km,total_fuel_cost_usd,avg_leg_delay_minutes,dominant_mode,vehicle_avg_maintenance_score
5af90ffa-15c2-462c-9262-a7f32280ebd6,Los Angeles,Atlanta,Food,33.61,444904.86,Low,61,Delayed,0,87,2.5638977635782747,1,2338.68,769.86,72.0,Rail,0.7552486187845303
77682bca-dd29-473a-9c0d-36424668a330,Chicago,Dallas,Electronics,6.51,95762.11,Low,58,On-Time,0,54,2.458267716535433,3,7551.48,4658.8099999999995,94.66666666666667,Ship,0.7623456790123457
3752463a-abdc-4f3e-ad5c-36573ccd38b8,Houston,Miami,Electronics,9.81,490138.09,High,78,Delayed,1,92,2.5463258785942493,3,5224.469999999999,10563.23,62.333333333333336,Ship,0.7623456790123457
c4034509-4f37-4f81-9f13-6648513e9e98,New York,Atlanta,Electronics,14.63,494349.34,Medium,87,Delayed,1,115,2.5054095826893352,2,3367.09,6749.960000000001,80.0,Ship,0.7623456790123457
8697d30f-5c46-41e4-a3c0-d0c46df5497e,Houston,Miami,Automotive,27.17,205209.65,Medium,29,Delayed,0,39,2.5463258785942493,3,4678.47,11841.71,77.33333333333333,Truck,0.7637579617834395
82d4c40d-c00d-4e8b-9b5c-035b7f4e8bac,Chicago,Dallas,Electronics,39.17,494032.33,Medium,37,Delayed,0,62,2.458267716535433,3,3203.76,5560.62,113.66666666666667,Rail,0.7552486187845303
5034f1bd-82f3-48f5-b7a4-791ae3633dc2,Chicago,Atlanta,Food,9.12,435843.57,High,75,Delayed,0,94,2.458267716535433,4,9092.66,14815.71,96.5,Ship,0.7623456790123457
143cc1d5-3f03-43ec-afd7-25ea8dea0481,Chicago,Seattle,Retail,9.99,50390.84,Low,73,On-Time,1,70,2.458267716535433,3,5851.65,7613.0,93.33333333333333,Rail,0.7552486187845303
b252dc63-7db6-49fa-a520-ef82a6ae1cff,New York,Seattle,Retail,17.91,474191.0,High,40,On-Time,0,36,2.5054095826893352,4,8446.01,13272.43,83.5,Rail,0.7552486187845303
9f99369a-a36a-417a-a981-acb1108b2eae,Chicago,Miami,Food,34.27,30832.05,Medium,32,On-Time,0,31,2.458267716535433,1,1634.87,3941.09,43.0,Truck,0.7637579617834395
c8a4bf8c-0fed-45a2-9026-cc5ebdeefae5,New York,Miami,Automotive,21.35,99138.0,Medium,63,On-Time,0,59,2.5054095826893352,1,379.13,1258.71,167.0,Truck,0.7637579617834395
27e78226-9523-4d45-b465-0ee57bac9b76,Chicago,Atlanta,Retail,16.26,296451.82,Medium,118,On-Time,0,115,2.458267716535433,2,4124.53,5424.32,61.5,Ship,0.7623456790123457
91fc6f5f-da5a-426c-b75b-80915ac5de08,Houston,Dallas,Food,24.64,49561.22,High,59,Delayed,1,76,2.5463258785942493,1,1175.57,4063.02,88.0,Rail,0.7552486187845303
a1fd2d95-87c5-4e51-bd65-da0078e0c745,Houston,Miami,Food,14.12,89246.6,High,97,Delayed,0,112,2.5463258785942493,4,10199.84,7878.47,51.0,Truck,0.7637579617834395
9bc4b11f-20e4-4f75-80c3-6ddda377541a,Los Angeles,Atlanta,Food,19.04,477210.98,Low,114,On-Time,1,113,2.5638977635782747,3,4855.7,11567.630000000001,61.333333333333336,Ship,0.7623456790123457
67199bd1-ab5c-4b2d-b828-6e610922272f,Houston,Dallas,Retail,16.64,497397.06,High,72,Delayed,1,78,2.5463258785942493,4,8570.12,11086.48,85.75,Ship,0.7623456790123457
67e60a04-2a4b-4cdc-a3c3-fabb679d5122,Los Angeles,Miami,Retail,33.14,401086.91,Low,75,On-Time,0,72,2.5638977635782747,3,1994.9099999999999,7625.63,90.66666666666667,Rail,0.7552486187845303
53c901c7-0014-4440-a092-b09aa70b1447,Houston,Miami,Electronics,37.35,262452.6,Low,92,On-Time,1,91,2.5463258785942493,4,5652.79,14203.19,59.5,Ship,0.7623456790123457
e814981f-766b-4f3e-b829-c6f04bfef420,New York,Atlanta,Electronics,31.59,451147.46,Low,104,Delayed,1,117,2.5054095826893352,1,184.8,4625.67,80.0,Truck,0.7637579617834395
c5e45c98-2257-4214-9c89-1316535fd0a0,Houston,Miami,Food,20.37,64830.4,Medium,54,Delayed,0,68,2.5463258785942493,1,2104.77,3966.94,168.0,Truck,0.7637579617834395
4bf36fa5-793b-4a2c-8e55-d1d199640224,Los Angeles,Seattle,Food,22.65,472017.02,Low,80,Delayed,0,87,2.5638977635782747,4,7012.09,9682.55,119.0,Truck,0.7637579617834395
199d8573-cf75-4394-bd30-cfc43f57681f,Los Angeles,Dallas,Food,9.38,182260.93,High,101,Delayed,0,108,2.5638977635782747,3,2477.77,7933.58,48.666666666666664,Truck,0.7637579617834395
2cca4625-7d10-467a-b991-546e0a98da51,Chicago,Dallas,Food,31.14,432129.8,High,110,On-Time,0,107,2.458267716535433,2,3164.53,3978.9,130.0,Rail,0.7552486187845303
787ac752-23be-44ad-8e12-fc26f629bb1a,New York,Seattle,Retail,25.88,337502.97,Medium,116,Delayed,0,144,2.5054095826893352,1,1873.08,2312.22,143.0,Truck,0.7637579617834395
2eb86d22-cbdf-4eec-bd40-ab86009d221c,Houston,Atlanta,Electronics,36.59,480534.41,Medium,102,Delayed,0,131,2.5463258785942493,3,3114.83,4710.360000000001,100.33333333333333,Rail,0.7552486187845303
64157bad-e5ac-4fcb-8b66-fa88e9f57aee,Chicago,Seattle,Automotive,12.02,433692.19,Medium,70,On-Time,0,66,2.458267716535433,3,4627.34,4648.9400000000005,68.0,Truck,0.7637579617834395
80437a5c-e774-40cf-95c0-a48b60710e5d,Houston,Seattle,Food,31.59,445069.93,High,99,Delayed,0,115,2.5463258785942493,4,4793.35,11494.51,75.0,Rail,0.7552486187845303
2f169333-9f87-40ca-b6a7-b1a1e5a47b61,Houston,Dallas,Electronics,28.96,319559.63,High,120,Delayed,0,129,2.5463258785942493,1,1289.63,1154.93,118.0,Rail,0.7552486187845303
4713a1c0-09b2-4e0d-8b60-844c7d7cd196,Chicago,Atlanta,Food,14.3,418247.68,Low,83,Delayed,1,107,2.458267716535433,1,2490.75,908.62,150.0,Rail,0.7552486187845303
0bb639a0-7108-4e76-984a-a6bfb16ee219,Chicago,Miami,Retail,28.36,380994.26,High,117,Delayed,1,123,2.458267716535433,4,6735.6900000000005,6974.22,100.75,Truck,0.7637579617834395
99e80404-285d-4f63-b0bb-8a67fa993ef6,Chicago,Seattle,Automotive,37.35,89195.33,Medium,45,Delayed,1,57,2.458267716535433,3,3690.65,8877.869999999999,81.33333333333333,Rail,0.7552486187845303
7d7fd9e3-0a6f-45a2-8b95-ebe5ac35c1af,Chicago,Seattle,Electronics,37.15,327812.48,Low,53,On-Time,0,50,2.458267716535433,4,7115.25,10200.02,76.5,Rail,0.7552486187845303
a57bd942-da56-4ee1-97e6-14c84a7bdaa0,Chicago,Atlanta,Electronics,30.19,82606.02,Low,55,On-Time,0,53,2.458267716535433,1,2754.58,4990.97,172.0,Ship,0.7623456790123457
2cfc8496-6d45-4d3a-8ccb-24556bc53d41,Houston,Seattle,Automotive,6.68,436033.5,Medium,107,Delayed,0,112,2.5463258785942493,1,1968.75,2747.8,169.0,Ship,0.7623456790123457
eee49417-98ed-4a42-9d7d-a295ffde10ff,Chicago,Atlanta,Retail,35.53,42315.4,Low,61,On-Time,0,60,2.458267716535433,2,1670.44,7986.27,79.0,Truck,0.7637579617834395
be7cb012-f75b-4b68-b4b1-45e0499c1ffe,New York,Miami,Automotive,28.02,493652.87,Medium,107,On-Time,0,103,2.5054095826893352,1,2086.52,3690.57,138.0,Rail,0.7552486187845303
5129873e-f1c5-4a36-a25d-206f3a68ab36,Los Angeles,Atlanta,Electronics,15.87,206307.07,Medium,25,Delayed,1,52,2.5638977635782747,3,3488.29,8374.44,111.0,Rail,0.7552486187845303
e40b6cf3-b098-471a-bc36-3dd0d26682f0,Chicago,Miami,Automotive,11.55,93608.38,Medium,118,On-Time,1,115,2.458267716535433,3,6330.19,5343.77,112.0,Rail,0.7552486187845303
3ada576d-7b94-496a-9da2-045ca23cf5ca,Chicago,Atlanta,Retail,9.07,468480.74,High,87,Delayed,1,103,2.458267716535433,2,1954.52,4378.95,113.5,Rail,0.7552486187845303
60ccc40e-7c33-44bd-8112-92bd7a2a8ebc,Houston,Seattle,Retail,6.76,32258.73,Medium,73,On-Time,1,72,2.5463258785942493,2,1221.5500000000002,3467.9399999999996,166.5,Rail,0.7552486187845303
d1bba94d-b2f9-42bf-b965-d36870c677e9,Chicago,Miami,Food,31.39,240351.76,Medium,78,Delayed,1,103,2.458267716535433,2,1730.93,2808.47,142.0,Truck,0.7637579617834395
6feecc28-be17-41c0-a66b-8c783fbd29a7,Chicago,Seattle,Automotive,13.25,387411.29,Low,51,Delayed,1,74,2.458267716535433,2,3419.8199999999997,6689.11,155.0,Ship,0.7623456790123457
88a2c427-d212-4191-9925-e3c63ecfea31,Chicago,Miami,Automotive,5.85,165207.73,Low,26,On-Time,1,22,2.458267716535433,2,1883.7199999999998,4637.27,56.0,Rail,0.7552486187845303
f8261481-6dd9-41cb-b49e-a5ef8e2effb2,Houston,Atlanta,Electronics,18.9,269128.99,Medium,82,Delayed,0,100,2.5463258785942493,1,409.66,1143.07,77.0,Truck,0.7637579617834395
07ceb4d2-ccda-4c6e-a173-950e6466cada,Chicago,Atlanta,Retail,21.89,353202.38,Low,43,On-Time,0,41,2.458267716535433,2,2877.2200000000003,7460.24,77.5,Ship,0.7623456790123457
b203cbe7-4da3-47db-a277-8456e7ffb60d,Los Angeles,Atlanta,Automotive,10.92,476468.45,High,85,On-Time,1,84,2.5638977635782747,3,3433.25,10621.2,153.66666666666666,Rail,0.7552486187845303
a835edb8-2de1-46ce-9b9c-21adeebf260f,Houston,Dallas,Electronics,6.54,60324.29,High,86,Delayed,0,112,2.5463258785942493,1,1333.96,3105.34,162.0,Ship,0.7623456790123457
abb76386-fc44-4e2b-b363-300a8ae3e101,Los Angeles,Dallas,Food,11.62,87041.08,Low,42,Delayed,0,48,2.5638977635782747,2,2554.16,8596.36,129.5,Rail,0.7552486187845303
a74a4cff-b64a-48f9-9932-bdb27eab48b3,Houston,Miami,Automotive,28.77,259346.74,Low,29,On-Time,1,29,2.5463258785942493,3,5119.87,13236.24,72.66666666666667,Truck,0.7637579617834395
3c299302-0474-4cf5-8a13-6731c7d34f59,Chicago,Dallas,Automotive,7.88,215052.73,Low,98,Delayed,1,114,2.458267716535433,2,2728.3,5182.53,47.5,Rail,0.7552486187845303
e493f212-35be-449b-a319-d5778f568e23,Los Angeles,Atlanta,Electronics,24.43,211290.12,Low,68,On-Time,1,65,2.5638977635782747,2,1252.24,7802.879999999999,115.5,Rail,0.7552486187845303
4771cec4-6a3c-4a84-98c9-4968ecbe06e6,Houston,Dallas,Electronics,10.12,155511.14,Low,93,On-Time,1,93,2.5463258785942493,3,4452.03,11158.23,122.66666666666667,Rail,0.7552486187845303
ae96ebf6-87ef-4ac5-a45e-132a23ecbbfe,New York,Dallas,Retail,11.85,284735.55,High,105,On-Time,0,102,2.5054095826893352,1,1724.69,2902.27,63.0,Truck,0.7637579617834395
296206ae-cac1-4331-b857-4adc255993be,Chicago,Seattle,Retail,18.76,442811.28,Medium,85,Delayed,0,108,2.458267716535433,2,2857.02,5851.45,86.5,Rail,0.7552486187845303
2134ccfa-7feb-43ed-a222-de5e41cb1343,Houston,Miami,Retail,8.53,88852.93,Low,101,On-Time,1,98,2.5463258785942493,1,2675.31,895.18,127.0,Ship,0.7623456790123457
8bc61aa5-63b4-4ece-960a-91db85f345e1,New York,Miami,Automotive,11.06,115490.3,Medium,37,On-Time,0,37,2.5054095826893352,4,6244.129999999999,6429.68,79.25,Truck,0.7637579617834395
5870c4f0-37a1-4e00-91d1-989273c043f7,Houston,Miami,Electronics,17.21,338703.51,Low,88,On-Time,0,87,2.5463258785942493,3,6262.18,6273.68,147.0,Rail,0.7552486187845303
5ba55008-f1ee-4e6e-ba04-69608bd1f3c3,New York,Dallas,Retail,16.54,37536.85,Medium,77,Delayed,1,98,2.5054095826893352,4,7211.03,7122.23,78.0,Rail,0.7552486187845303
93f510cd-c5f3-47b4-9902-5116e8e83ab5,Chicago,Atlanta,Automotive,31.22,340144.46,Low,104,On-Time,0,103,2.458267716535433,3,4399.8,10522.42,93.66666666666667,Truck,0.7637579617834395
3afb8893-353c-4dca-ac6e-00fb6576e141,Los Angeles,Seattle,Retail,7.62,164083.51,Low,83,Delayed,0,95,2.5638977635782747,1,2602.32,3799.88,49.0,Ship,0.7623456790123457
7557a1d9-aec2-4932-9517-79d55eac1565,New York,Miami,Food,35.12,185348.43,High,101,On-Time,1,98,2.5054095826893352,4,4946.72,7615.549999999999,94.75,Ship,0.7623456790123457
f8ac0cdf-304c-4222-b9c9-8d2d5ff5997f,Houston,Dallas,Automotive,33.57,208719.19,High,54,Delayed,1,66,2.5463258785942493,1,1078.94,2493.28,176.0,Truck,0.7637579617834395
9c0e39be-a223-4a9d-91d9-9c15816e54f0,Chicago,Atlanta,Retail,31.81,181297.91,High,68,Delayed,1,90,2.458267716535433,4,5782.27,9301.880000000001,31.75,Rail,0.7552486187845303
cebc4111-c7c8-4ced-8769-b188179ddca6,New York,Seattle,Retail,15.83,422192.71,High,97,On-Time,1,94,2.5054095826893352,1,1521.54,4766.9,15.0,Truck,0.7637579617834395
35fd29e3-10ae-4d20-841b-d3e2f09c3ccd,Houston,Seattle,Food,33.8,473573.54,Low,120,On-Time,1,118,2.5463258785942493,1,2568.39,4268.82,151.0,Ship,0.7623456790123457
50a9ea40-e40d-4a35-973e-7e06b9eb0a4e,Houston,Miami,Food,11.4,278525.62,High,92,Delayed,0,117,2.5463258785942493,4,7847.75,5522.07,82.5,Truck,0.7637579617834395
d8831687-fd06-4bac-8b68-542323c129f3,Houston,Miami,Retail,9.35,295120.46,Medium,103,Delayed,0,117,2.5463258785942493,3,2468.3,8977.289999999999,72.66666666666667,Ship,0.7623456790123457
3eedec32-97d8-4b29-8691-f41ab960b690,New York,Atlanta,Retail,6.57,44536.72,High,43,Delayed,1,59,2.5054095826893352,4,5175.3099999999995,7386.28,64.0,Ship,0.7623456790123457
